user_id,event_date,event_name,plan,day_since_signup
U0001,2024-01-31,search_product,free,0
U0001,2024-01-31,search_product,free,0
U0001,2024-02-03,app_open,free,3
U0001,2024-02-03,search_product,free,3
U0001,2024-02-03,view_product,free,3
U0001,2024-02-03,view_product,free,3
U0001,2024-02-03,view_product,free,3
U0001,2024-02-03,view_product,free,3
U0001,2024-02-03,payment_complete,free,3
U0001,2024-02-04,app_open,free,4
U0001,2024-02-04,search_product,free,4
U0001,2024-02-04,search_product,free,4
U0001,2024-02-04,search_product,free,4
U0001,2024-02-04,payment_complete,free,4
U0001,2024-02-04,payment_complete,free,4
U0001,2024-02-04,payment_complete,free,4
U0001,2024-02-04,payment_complete,free,4
U0001,2024-02-04,payment_complete,free,4
U0001,2024-02-04,view_recommendation,free,4
U0001,2024-02-07,app_open,free,7
U0001,2024-02-07,app_open,free,7
U0001,2024-02-07,app_open,free,7
U0001,2024-02-08,use_voucher,free,8
U0001,2024-02-08,use_voucher,free,8
U0001,2024-02-09,app_open,free,9
U0001,2024-02-09,app_open,free,9
U0001,2024-02-11,search_product,free,11
U0001,2024-02-11,search_product,free,11
U0001,2024-02-11,view_product,free,11
U0001,2024-02-15,search_product,free,15
U0001,2024-02-15,view_product,free,15
U0001,2024-02-15,view_product,free,15
U0001,2024-02-17,search_product,free,17
U0001,2024-02-17,search_product,free,17
U0001,2024-02-17,search_product,free,17
U0001,2024-02-17,search_product,free,17
U0001,2024-02-18,app_open,free,18
U0001,2024-02-18,app_open,free,18
U0001,2024-02-18,app_open,free,18
U0001,2024-02-18,app_open,free,18
U0001,2024-02-18,app_open,free,18
U0001,2024-02-19,payment_complete,free,19
U0001,2024-02-19,payment_complete,free,19
U0001,2024-02-19,payment_complete,free,19
U0001,2024-02-19,use_voucher,free,19
U0001,2024-02-19,use_voucher,free,19
U0001,2024-02-21,checkout,free,21
U0001,2024-02-21,view_recommendation,free,21
U0001,2024-02-21,view_recommendation,free,21
U0001,2024-02-22,payment_complete,free,22
U0001,2024-02-22,view_recommendation,free,22
U0001,2024-02-22,view_recommendation,free,22
U0001,2024-02-22,view_recommendation,free,22
U0001,2024-02-23,search_product,free,23
U0001,2024-02-23,search_product,free,23
U0001,2024-02-24,app_open,free,24
U0001,2024-02-24,app_open,free,24
U0001,2024-02-24,app_open,free,24
U0001,2024-02-28,write_review,free,28
U0001,2024-02-28,write_review,free,28
U0001,2024-03-01,search_product,free,30
U0001,2024-03-01,search_product,free,30
U0001,2024-03-01,search_product,free,30
U0001,2024-03-01,search_product,free,30
U0001,2024-03-09,search_product,free,38
U0001,2024-03-09,view_recommendation,free,38
U0001,2024-03-11,search_product,free,40
U0001,2024-03-13,app_open,free,42
U0001,2024-03-13,checkout,free,42
U0001,2024-03-15,app_open,free,44
U0001,2024-03-16,checkout,free,45
U0001,2024-03-16,checkout,free,45
U0001,2024-03-16,checkout,free,45
U0001,2024-03-23,use_voucher,free,52
U0001,2024-03-24,payment_complete,free,53
U0001,2024-03-24,payment_complete,free,53
U0001,2024-03-24,payment_complete,free,53
U0001,2024-03-28,add_to_cart,free,57
U0001,2024-03-28,add_to_cart,free,57
U0002,2024-02-19,checkout,free,3
U0002,2024-02-19,checkout,free,3
U0002,2024-02-19,checkout,free,3
U0002,2024-02-19,checkout,free,3
U0002,2024-02-20,view_recommendation,free,4
U0002,2024-02-21,app_open,free,5
U0002,2024-02-21,view_product,free,5
U0002,2024-02-21,view_product,free,5
U0002,2024-02-22,view_product,free,6
U0002,2024-02-22,view_product,free,6
U0002,2024-02-22,view_product,free,6
U0002,2024-02-22,payment_complete,free,6
U0002,2024-02-22,payment_complete,free,6
U0002,2024-02-22,view_recommendation,free,6
U0002,2024-02-23,app_open,free,7
U0002,2024-02-23,app_open,free,7
U0002,2024-02-23,app_open,free,7
U0002,2024-02-23,add_to_cart,free,7
U0002,2024-02-23,add_to_cart,free,7
U0002,2024-02-23,add_to_cart,free,7
U0002,2024-02-24,use_voucher,free,8
U0002,2024-02-24,use_voucher,free,8
U0002,2024-02-25,app_open,free,9
U0002,2024-02-25,app_open,free,9
U0002,2024-02-26,search_product,free,10
U0002,2024-02-27,search_product,free,11
U0002,2024-02-27,view_product,free,11
U0002,2024-02-27,view_recommendation,free,11
U0002,2024-02-27,view_recommendation,free,11
U0002,2024-02-27,view_recommendation,free,11
U0002,2024-02-27,view_recommendation,free,11
U0002,2024-02-28,search_product,free,12
U0002,2024-03-03,view_product,free,16
U0002,2024-03-03,view_product,free,16
U0002,2024-03-09,app_open,free,22
U0002,2024-03-10,view_product,free,23
U0002,2024-03-12,app_open,free,25
U0002,2024-03-12,app_open,free,25
U0002,2024-03-12,app_open,free,25
U0002,2024-03-12,app_open,free,25
U0002,2024-03-12,view_product,free,25
U0002,2024-03-14,app_open,free,27
U0002,2024-03-14,app_open,free,27
U0002,2024-03-14,view_recommendation,free,27
U0002,2024-03-14,view_recommendation,free,27
U0002,2024-03-14,view_recommendation,free,27
U0002,2024-03-14,view_recommendation,free,27
U0002,2024-03-14,view_recommendation,free,27
U0002,2024-03-15,search_product,free,28
U0002,2024-03-19,add_to_cart,free,32
U0002,2024-03-23,checkout,free,36
U0002,2024-03-23,checkout,free,36
U0002,2024-03-23,checkout,free,36
U0002,2024-03-23,checkout,free,36
U0002,2024-03-24,write_review,free,37
U0002,2024-03-24,write_review,free,37
U0002,2024-03-30,app_open,free,43
U0002,2024-03-30,checkout,free,43
U0003,2024-01-17,app_open,basic,1
U0003,2024-01-19,view_recommendation,basic,3
U0003,2024-01-20,app_open,basic,4
U0003,2024-01-20,app_open,basic,4
U0003,2024-01-20,view_product,basic,4
U0003,2024-01-20,view_product,basic,4
U0003,2024-01-22,app_open,basic,6
U0003,2024-01-22,add_to_cart,basic,6
U0003,2024-01-24,app_open,basic,8
U0003,2024-01-24,app_open,basic,8
U0003,2024-01-24,app_open,basic,8
U0003,2024-01-25,app_open,basic,9
U0003,2024-01-25,app_open,basic,9
U0003,2024-01-26,invite_friend,basic,10
U0003,2024-01-26,invite_friend,basic,10
U0003,2024-01-28,search_product,basic,12
U0003,2024-01-29,view_product,basic,13
U0003,2024-01-29,view_product,basic,13
U0003,2024-01-29,payment_complete,basic,13
U0003,2024-01-30,app_open,basic,14
U0003,2024-01-30,search_product,basic,14
U0003,2024-01-30,view_recommendation,basic,14
U0003,2024-01-30,view_recommendation,basic,14
U0003,2024-01-31,search_product,basic,15
U0003,2024-01-31,view_product,basic,15
U0003,2024-01-31,add_to_cart,basic,15
U0003,2024-01-31,checkout,basic,15
U0003,2024-01-31,payment_complete,basic,15
U0003,2024-01-31,payment_complete,basic,15
U0003,2024-02-01,search_product,basic,16
U0003,2024-02-01,search_product,basic,16
U0003,2024-02-01,search_product,basic,16
U0003,2024-02-01,add_to_cart,basic,16
U0003,2024-02-02,search_product,basic,17
U0003,2024-02-02,view_product,basic,17
U0003,2024-02-03,app_open,basic,18
U0003,2024-02-03,app_open,basic,18
U0003,2024-02-03,view_product,basic,18
U0003,2024-02-03,view_product,basic,18
U0003,2024-02-03,view_product,basic,18
U0003,2024-02-04,add_to_cart,basic,19
U0003,2024-02-05,app_open,basic,20
U0003,2024-02-05,app_open,basic,20
U0003,2024-02-05,app_open,basic,20
U0003,2024-02-05,checkout,basic,20
U0003,2024-02-05,use_voucher,basic,20
U0003,2024-02-06,search_product,basic,21
U0003,2024-02-06,use_voucher,basic,21
U0003,2024-02-06,use_voucher,basic,21
U0003,2024-02-06,use_voucher,basic,21
U0003,2024-02-06,use_voucher,basic,21
U0003,2024-02-06,use_voucher,basic,21
U0003,2024-02-07,add_to_cart,basic,22
U0003,2024-02-08,app_open,basic,23
U0003,2024-02-08,search_product,basic,23
U0003,2024-02-08,search_product,basic,23
U0003,2024-02-08,search_product,basic,23
U0003,2024-02-09,app_open,basic,24
U0003,2024-02-09,app_open,basic,24
U0003,2024-02-09,app_open,basic,24
U0003,2024-02-09,app_open,basic,24
U0003,2024-02-09,app_open,basic,24
U0003,2024-02-10,app_open,basic,25
U0003,2024-02-10,app_open,basic,25
U0003,2024-02-10,app_open,basic,25
U0003,2024-02-10,app_open,basic,25
U0003,2024-02-10,app_open,basic,25
U0003,2024-02-10,search_product,basic,25
U0003,2024-02-10,add_to_cart,basic,25
U0003,2024-02-10,add_to_cart,basic,25
U0003,2024-02-10,add_to_cart,basic,25
U0003,2024-02-10,add_to_cart,basic,25
U0003,2024-02-10,checkout,basic,25
U0003,2024-02-10,view_recommendation,basic,25
U0003,2024-02-11,add_to_cart,basic,26
U0003,2024-02-11,view_recommendation,basic,26
U0003,2024-02-14,app_open,basic,29
U0003,2024-02-14,app_open,basic,29
U0003,2024-02-14,app_open,basic,29
U0003,2024-02-14,app_open,basic,29
U0003,2024-02-14,view_product,basic,29
U0003,2024-02-14,payment_complete,basic,29
U0003,2024-02-14,payment_complete,basic,29
U0003,2024-02-14,payment_complete,basic,29
U0003,2024-02-15,checkout,basic,30
U0003,2024-02-15,checkout,basic,30
U0003,2024-02-15,checkout,basic,30
U0003,2024-02-15,checkout,basic,30
U0003,2024-02-15,checkout,basic,30
U0003,2024-02-15,payment_complete,basic,30
U0003,2024-02-15,payment_complete,basic,30
U0003,2024-02-15,payment_complete,basic,30
U0003,2024-02-18,search_product,basic,33
U0003,2024-02-18,view_recommendation,basic,33
U0003,2024-02-19,app_open,basic,34
U0003,2024-02-19,app_open,basic,34
U0003,2024-02-19,app_open,basic,34
U0003,2024-02-19,app_open,basic,34
U0003,2024-02-20,app_open,basic,35
U0003,2024-02-20,write_review,basic,35
U0003,2024-02-23,view_product,basic,38
U0003,2024-02-23,invite_friend,basic,38
U0003,2024-02-24,app_open,basic,39
U0003,2024-02-24,write_review,basic,39
U0003,2024-02-26,app_open,basic,41
U0003,2024-02-27,app_open,basic,42
U0003,2024-02-28,app_open,basic,43
U0003,2024-02-28,app_open,basic,43
U0003,2024-02-28,app_open,basic,43
U0003,2024-02-28,app_open,basic,43
U0003,2024-02-29,app_open,basic,44
U0003,2024-02-29,app_open,basic,44
U0003,2024-02-29,app_open,basic,44
U0003,2024-02-29,app_open,basic,44
U0003,2024-02-29,view_product,basic,44
U0003,2024-02-29,view_product,basic,44
U0003,2024-02-29,view_product,basic,44
U0003,2024-03-06,app_open,basic,50
U0003,2024-03-06,app_open,basic,50
U0003,2024-03-06,app_open,basic,50
U0003,2024-03-06,view_product,basic,50
U0003,2024-03-06,invite_friend,basic,50
U0003,2024-03-06,invite_friend,basic,50
U0003,2024-03-06,invite_friend,basic,50
U0003,2024-03-07,app_open,basic,51
U0003,2024-03-07,app_open,basic,51
U0003,2024-03-12,view_recommendation,basic,56
U0003,2024-03-12,view_recommendation,basic,56
U0003,2024-03-13,view_product,basic,57
U0003,2024-03-13,checkout,basic,57
U0003,2024-03-13,checkout,basic,57
U0003,2024-03-13,checkout,basic,57
U0003,2024-03-13,checkout,basic,57
U0003,2024-03-13,checkout,basic,57
U0003,2024-03-13,payment_complete,basic,57
U0003,2024-03-20,view_recommendation,basic,64
U0003,2024-03-20,view_recommendation,basic,64
U0003,2024-03-20,view_recommendation,basic,64
U0003,2024-03-20,view_recommendation,basic,64
U0003,2024-03-23,search_product,basic,67
U0003,2024-03-25,add_to_cart,basic,69
U0003,2024-03-25,add_to_cart,basic,69
U0003,2024-03-25,add_to_cart,basic,69
U0003,2024-03-25,add_to_cart,basic,69
U0004,2024-02-03,use_voucher,basic,0
U0004,2024-02-03,use_voucher,basic,0
U0004,2024-02-04,app_open,basic,1
U0004,2024-02-04,app_open,basic,1
U0004,2024-02-04,app_open,basic,1
U0004,2024-02-05,payment_complete,basic,2
U0004,2024-02-05,payment_complete,basic,2
U0004,2024-02-05,payment_complete,basic,2
U0004,2024-02-06,search_product,basic,3
U0004,2024-02-06,search_product,basic,3
U0004,2024-02-07,app_open,basic,4
U0004,2024-02-07,app_open,basic,4
U0004,2024-02-07,search_product,basic,4
U0004,2024-02-08,payment_complete,basic,5
U0004,2024-02-08,use_voucher,basic,5
U0004,2024-02-08,use_voucher,basic,5
U0004,2024-02-08,use_voucher,basic,5
U0004,2024-02-08,use_voucher,basic,5
U0004,2024-02-08,use_voucher,basic,5
U0004,2024-02-09,search_product,basic,6
